Sess MeanPE MeanRSE
1 0.019337 250.255814
2 0.025790 397.828852
3 0.030058 460.385570
4 0.084884 1010.752151
5 0.048840 523.835323
6 0.034584 419.919098
7 0.031405 482.582505
8 0.036689 523.236895
9 0.027653 452.248884
10 0.026101 458.071952
11 0.015949 332.029399
12 0.024672 547.906500
13 0.022120 476.074232
14 0.026966 708.495627
15 0.033591 949.878482
16 0.039952 1156.824037
17 0.028276 903.485324
18 0.096831 3333.013813
19 0.030137 1208.973517
