Sess MeanPE MeanRSE
1 0.052677 955.837774
2 0.027992 561.883149
3 0.065266 1133.422063
4 0.098551 1139.560625
5 0.053074 607.303571
6 0.048173 588.831273
7 0.041276 476.195856
8 0.044325 541.974774
9 0.047710 687.403340
10 0.044085 757.627187
11 0.035102 746.232438
12 0.065892 1598.213179
13 0.044766 912.673245
14 0.017733 432.252615
15 0.033150 883.976228
16 0.038597 996.039792
17 0.042138 1135.137350
18 0.033972 1125.699658
