Sess MeanPE MeanRSE
1 0.029376 80.337526
2 0.022018 64.851322
3 0.070386 212.973583
4 0.071656 163.449293
5 0.050784 116.250882
6 0.049378 142.010849
7 0.035330 134.435005
8 0.051458 161.685629
9 0.028846 112.257567
10 0.036019 150.822843
11 0.024459 125.737481
12 0.022379 141.634352
13 0.064850 353.051193
14 0.018678 131.940217
15 0.031241 252.066352
16 0.055955 479.857546
17 0.041339 392.124480
18 0.074722 842.281305
19 0.040943 642.414697
