Sess MeanPE MeanRSE
1 0.062437 1188.653851
2 0.026654 562.684157
3 0.057908 1059.495394
4 0.097846 1193.089918
5 0.045882 550.722546
6 0.045574 565.158408
7 0.047462 571.871895
8 0.047400 547.701707
9 0.072692 1091.031883
10 0.038141 691.846423
11 0.043011 993.611627
12 0.064292 1617.508687
13 0.049885 1018.272711
14 0.022097 538.015367
15 0.041535 1130.508174
16 0.035346 962.818397
17 0.076830 2331.343583
18 0.045897 1585.182034
