Sess MeanPE MeanRSE
1 0.052202 978.718262
2 0.022599 456.239259
3 0.079325 1360.373319
4 0.070750 840.996912
5 0.091196 1076.517867
6 0.059301 833.110964
7 0.044368 515.094650
8 0.076384 862.395488
9 0.040505 553.746906
10 0.046275 825.903617
11 0.026951 590.067751
12 0.078432 2030.199411
13 0.055338 1139.722293
14 0.020399 499.288810
15 0.041071 1218.818764
16 0.031303 858.005680
17 0.046246 1237.714909
18 0.031235 1067.833416
