Sess MeanPE MeanRSE
1 0.018997 254.303867
2 0.027236 396.522372
3 0.041289 662.809669
4 0.073211 904.563743
5 0.073373 717.845055
6 0.034057 440.295537
7 0.030831 498.306628
8 0.034733 508.461428
9 0.023455 369.946452
10 0.023471 425.079775
11 0.016575 352.644354
12 0.025611 605.224613
13 0.039246 888.976893
14 0.019118 463.849902
15 0.030018 858.422254
16 0.027926 857.546591
17 0.036925 1141.017773
18 0.076869 2687.894355
19 0.031668 1207.245342
