Sess MeanPE MeanRSE
1 0.041191 333.827460
2 0.043480 348.067680
3 0.068078 651.475935
4 0.073949 534.465483
5 0.091719 565.438449
6 0.038043 281.420526
7 0.030356 267.683289
8 0.097724 767.860839
9 0.045903 390.253880
10 0.028156 289.446007
11 0.038793 431.624896
12 0.062973 833.953493
13 0.058383 691.468485
14 0.041838 583.379845
15 0.033073 516.332401
16 0.040621 558.057875
17 0.036005 562.637325
18 0.097296 1561.632375
19 0.038093 642.239200
