Sess MeanPE MeanRSE
1 0.019027 248.846911
2 0.029983 451.755380
3 0.030101 458.573017
4 0.071621 864.547019
5 0.056213 573.017056
6 0.039076 494.765059
7 0.032989 483.521640
8 0.046436 747.672207
9 0.021678 356.794434
10 0.021957 396.358416
11 0.017557 375.803006
12 0.027581 595.666817
13 0.024706 504.877810
14 0.024729 594.777213
15 0.029775 852.007642
16 0.036263 1120.541904
17 0.029169 866.196134
18 0.080679 2705.747920
19 0.040261 1581.309825
