Sess MeanPE MeanRSE
1 0.032220 92.339888
2 0.031532 88.711302
3 0.058081 171.887885
4 0.101964 246.225071
5 0.052703 121.123636
6 0.061225 172.872358
7 0.038801 136.440588
8 0.039412 137.329142
9 0.024670 95.715702
10 0.029169 123.730365
11 0.027812 152.955146
12 0.023102 150.104326
13 0.037910 237.337262
14 0.020987 151.123021
15 0.028281 235.794689
16 0.048872 443.274886
17 0.035642 367.456916
18 0.081107 935.454377
19 0.046653 790.834556
