Sess MeanPE MeanRSE
1 0.059310 1166.191183
2 0.031080 654.657513
3 0.063436 1112.209639
4 0.087458 1022.158481
5 0.048072 538.694408
6 0.031759 384.290865
7 0.041888 496.598260
8 0.046446 549.162811
9 0.062493 924.056380
10 0.037522 648.309174
11 0.047455 1012.364515
12 0.054164 1219.270449
13 0.044286 919.270529
14 0.017120 436.149980
15 0.034498 954.322012
16 0.031902 857.282577
17 0.043491 1237.456652
18 0.035427 1153.800949
