Sess MeanPE MeanRSE
1 0.046780 361.982074
2 0.029376 238.324524
3 0.095062 929.344149
4 0.098148 650.231926
5 0.098392 604.847937
6 0.063332 453.449524
7 0.032721 276.568088
8 0.083168 660.857905
9 0.038840 353.790473
10 0.032455 314.366549
11 0.047884 559.820550
12 0.070076 926.327822
13 0.060582 706.569295
14 0.034642 481.413850
15 0.035235 567.058703
16 0.039173 574.932687
17 0.044592 619.361811
18 0.085337 1223.979812
19 0.039700 742.512364
