Sess MeanPE MeanRSE
1 0.033019 92.240733
2 0.024529 70.301725
3 0.060078 183.122730
4 0.091235 212.886562
5 0.083343 171.802803
6 0.049903 141.277354
7 0.035728 127.690007
8 0.055895 181.609038
9 0.022967 85.608790
10 0.030629 130.466156
11 0.028497 147.157805
12 0.024943 168.456647
13 0.042608 246.117457
14 0.026166 173.024955
15 0.024026 203.683203
16 0.050548 451.498623
17 0.046156 414.284222
18 0.095789 1028.570620
19 0.033941 556.103195
