Sess MeanPE MeanRSE
1 0.046022 829.696540
2 0.028580 561.820124
3 0.067217 1158.341319
4 0.099927 1106.734152
5 0.052064 593.287448
6 0.036321 454.581455
7 0.038393 460.468193
8 0.039824 458.235428
9 0.055612 792.377078
10 0.038236 661.313205
11 0.038570 865.483305
12 0.045619 993.488446
13 0.044062 906.481913
14 0.017667 416.775948
15 0.029883 796.281783
16 0.033014 841.859306
17 0.043640 1177.915050
18 0.035414 1172.240547
