Sess MeanPE MeanRSE
1 0.033016 235.774545
2 0.029702 230.603949
3 0.062610 570.739124
4 0.075222 517.611911
5 0.065466 429.652013
6 0.042113 294.307071
7 0.029879 263.077565
8 0.074455 567.865970
9 0.034672 302.372101
10 0.032814 328.214798
11 0.037498 416.117701
12 0.059264 734.897168
13 0.052272 633.292807
14 0.033086 458.701502
15 0.024829 406.776394
16 0.037612 518.460977
17 0.030155 424.213029
18 0.075519 1111.461844
19 0.029389 546.879793
