Sess MeanPE MeanRSE
1 0.046780 361.982074
2 0.035426 276.230556
3 0.067427 602.908197
4 0.098148 650.231926
5 0.111937 674.956312
6 0.039804 285.161770
7 0.033348 288.886859
8 0.094832 760.757865
9 0.032958 293.440313
10 0.031110 330.874178
11 0.030206 358.489997
12 0.055086 715.520671
13 0.068099 849.159220
14 0.031817 430.265356
15 0.038507 604.971750
16 0.026304 390.306511
17 0.047278 649.989788
18 0.106376 1723.930362
19 0.086056 1461.871098
