Sess MeanPE MeanRSE
1 0.032988 98.150737
2 0.036929 111.555173
3 0.064339 197.036859
4 0.102722 245.884737
5 0.079837 180.442782
6 0.052324 148.178100
7 0.042120 143.465839
8 0.044409 147.643836
9 0.034416 125.945878
10 0.027114 120.145303
11 0.034596 181.408549
12 0.032805 205.129337
13 0.048921 285.922662
14 0.031992 220.608609
15 0.026737 238.176520
16 0.052758 477.426395
17 0.071638 656.657547
18 0.078571 920.516074
19 0.047103 740.322922
