Sess MeanPE MeanRSE
1 0.039639 104.628821
2 0.034678 97.430585
3 0.059753 175.453233
4 0.095274 228.978275
5 0.096378 199.318774
6 0.049306 142.326017
7 0.037449 148.493317
8 0.055098 172.441287
9 0.023023 85.155450
10 0.030196 127.770981
11 0.029360 150.727326
12 0.023890 154.505485
13 0.046991 267.058513
14 0.025776 169.650147
15 0.024466 210.847115
16 0.050114 450.542417
17 0.044796 404.157717
18 0.096929 1038.945078
19 0.045103 778.201656
