Sess MeanPE MeanRSE
1 0.074098 1360.971242
2 0.031548 660.211680
3 0.065631 1216.842703
4 0.120110 1327.028599
5 0.054780 674.408069
6 0.036873 440.610475
7 0.047915 611.185260
8 0.051094 568.016037
9 0.062159 959.529477
10 0.043629 780.460592
11 0.039427 1051.000014
12 0.051162 1192.562280
13 0.066546 1391.139688
14 0.019312 457.683243
15 0.044479 1143.899755
16 0.038727 1021.641573
17 0.041422 1205.706390
18 0.040665 1229.548944
