Sess MeanPE MeanRSE
1 0.029376 80.337526
2 0.029914 86.931704
3 0.056468 159.347834
4 0.077168 187.460710
5 0.042894 106.845356
6 0.039675 122.573270
7 0.030443 103.685790
8 0.028824 93.789229
9 0.032667 114.615220
10 0.035775 150.143748
11 0.032385 175.432260
12 0.021913 139.047957
13 0.039968 222.578888
14 0.022049 148.387339
15 0.026204 213.184014
16 0.046016 449.409361
17 0.033436 327.780501
18 0.074722 842.281305
19 0.040302 649.608403
