Sess MeanPE MeanRSE
1 0.033016 235.774545
2 0.040900 329.147433
3 0.062317 561.247846
4 0.075222 517.611911
5 0.067856 380.346690
6 0.030348 213.903532
7 0.032151 272.505816
8 0.091303 708.560192
9 0.024619 206.649251
10 0.033355 334.707848
11 0.033164 384.443516
12 0.053443 666.013074
13 0.044732 537.092284
14 0.028458 398.117512
15 0.031601 508.740752
16 0.029978 416.398801
17 0.035949 475.311164
18 0.086789 1245.873387
19 0.027779 482.721563
