Sess MeanPE MeanRSE
1 0.041435 291.822016
2 0.026662 212.055674
3 0.057738 540.911664
4 0.080356 546.456489
5 0.074476 452.495419
6 0.040827 288.123260
7 0.026275 222.048913
8 0.083392 653.966769
9 0.034028 296.350991
10 0.031478 314.002647
11 0.032879 371.117280
12 0.048472 605.628800
13 0.043285 537.715869
14 0.030187 415.908251
15 0.029063 464.301018
16 0.034576 468.316536
17 0.027158 398.365150
18 0.062461 969.745094
19 0.028529 515.679368
