Sess MeanPE MeanRSE
1 0.017810 232.950964
2 0.029291 431.226643
3 0.029919 448.786618
4 0.083319 984.447227
5 0.048795 489.953502
6 0.035913 450.631815
7 0.031565 462.169271
8 0.035206 510.020458
9 0.023180 380.142130
10 0.023065 410.753391
11 0.018056 385.713304
12 0.023347 538.767720
13 0.023849 528.208883
14 0.023941 554.281703
15 0.028544 793.085702
16 0.032818 1006.550189
17 0.028389 865.923025
18 0.074940 2601.672415
19 0.036144 1415.110385
