Sess MeanPE MeanRSE
1 0.024810 335.094330
2 0.028181 427.827297
3 0.047263 752.919281
4 0.085101 986.140051
5 0.070942 728.610925
6 0.038909 500.371720
7 0.042548 602.723689
8 0.038711 616.727833
9 0.028760 447.789025
10 0.025270 458.460035
11 0.017922 405.284659
12 0.025879 636.619990
13 0.053826 1426.893823
14 0.024186 615.553603
15 0.033971 987.042566
16 0.038502 1194.353799
17 0.034942 1130.965282
18 0.077821 2948.202460
19 0.045836 1727.253493
