Sess MeanPE MeanRSE
1 0.036469 274.095534
2 0.040957 322.206850
3 0.070459 668.442020
4 0.069242 473.381609
5 0.080444 443.476201
6 0.037192 262.044926
7 0.029639 250.827184
8 0.093242 729.698644
9 0.026447 216.594388
10 0.031010 317.891643
11 0.030452 348.325817
12 0.057739 726.807529
13 0.062025 727.012632
14 0.029052 399.069344
15 0.028617 496.212412
16 0.028256 397.504209
17 0.037492 537.621823
18 0.110280 1720.985184
19 0.029058 505.060251
