Sess MeanPE MeanRSE
1 0.033409 92.747836
2 0.038657 112.203407
3 0.050263 145.370418
4 0.115404 268.648015
5 0.054791 116.417124
6 0.047953 134.103800
7 0.043227 140.756262
8 0.040917 140.180567
9 0.030006 108.406910
10 0.032411 135.408270
11 0.031532 160.935016
12 0.023598 152.446110
13 0.044444 263.587047
14 0.023456 158.222148
15 0.039604 397.222356
16 0.052960 460.412875
17 0.034045 324.729362
18 0.083356 915.819051
19 0.046068 736.466460
