Sess MeanPE MeanRSE
1 0.031576 89.608303
2 0.044074 122.336377
3 0.062384 185.296797
4 0.086839 197.587421
5 0.065153 141.395618
6 0.050417 142.665456
7 0.041362 149.815398
8 0.047929 150.795015
9 0.025123 92.289103
10 0.025573 112.372222
11 0.030009 154.002955
12 0.027224 178.448813
13 0.065020 379.300849
14 0.030042 194.906525
15 0.027078 230.918395
16 0.060659 551.752098
17 0.042210 381.346295
18 0.095339 1051.020329
19 0.034512 550.451182
