Sess MeanPE MeanRSE
1 0.052233 140.784259
2 0.027498 80.057591
3 0.051300 149.649397
4 0.088684 199.916646
5 0.058608 137.703248
6 0.056581 151.012572
7 0.044142 148.389977
8 0.044928 155.004631
9 0.028025 101.770426
10 0.023665 106.030950
11 0.034125 171.994941
12 0.030387 207.834655
13 0.045805 282.984718
14 0.021726 154.695441
15 0.025298 220.839913
16 0.040012 366.088025
17 0.038011 368.317768
18 0.097729 1050.752496
19 0.040991 689.930235
