Sess MeanPE MeanRSE
1 0.046022 829.696540
2 0.030107 590.964058
3 0.070569 1203.954972
4 0.092759 1093.147646
5 0.059271 693.249847
6 0.051320 649.090401
7 0.042115 497.337536
8 0.055268 658.607440
9 0.044493 639.179396
10 0.041824 720.468199
11 0.034313 714.988532
12 0.070233 1761.294869
13 0.053282 1066.273546
14 0.020225 484.933400
15 0.031113 851.522597
16 0.034100 864.187299
17 0.043237 1165.066103
18 0.032711 1110.510094
