Sess MeanPE MeanRSE
1 0.039483 321.933047
2 0.026254 216.585709
3 0.076393 734.335365
4 0.066926 498.664630
5 0.080823 454.123176
6 0.049776 376.373180
7 0.033999 308.635401
8 0.084986 677.060720
9 0.042273 406.093025
10 0.035565 363.503110
11 0.038759 439.479660
12 0.065093 869.386226
13 0.061874 761.996894
14 0.037090 524.519283
15 0.029701 497.768192
16 0.038403 557.466271
17 0.037637 574.052737
18 0.089221 1519.867401
19 0.039686 760.124416
