Sess MeanPE MeanRSE
1 0.023964 314.459872
2 0.028642 431.614288
3 0.045714 726.676215
4 0.085087 1014.665386
5 0.075665 767.119497
6 0.037324 492.410438
7 0.035703 508.024706
8 0.038983 599.844561
9 0.028156 446.084087
10 0.025808 482.036998
11 0.018706 407.114016
12 0.024145 607.178216
13 0.055188 1291.597391
14 0.021064 543.882181
15 0.034409 1005.456190
16 0.041074 1253.567386
17 0.031766 1037.074716
18 0.077347 2869.385958
19 0.043742 1624.230507
