Sess MeanPE MeanRSE
1 0.032988 98.150737
2 0.033098 96.076094
3 0.051867 152.149242
4 0.092314 227.495723
5 0.058090 146.744390
6 0.052866 154.366031
7 0.042465 146.531524
8 0.039346 138.522484
9 0.028063 105.943961
10 0.028736 126.672339
11 0.025737 142.919340
12 0.022849 149.285187
13 0.037190 222.392825
14 0.022480 155.942719
15 0.024319 206.615982
16 0.043579 421.264237
17 0.036290 373.543694
18 0.078571 920.516074
19 0.047688 778.462364
