Sess MeanPE MeanRSE
1 0.052202 978.718262
2 0.024393 489.503399
3 0.070226 1236.004694
4 0.100841 1130.156425
5 0.052743 629.254982
6 0.042379 516.663834
7 0.043709 559.762548
8 0.043765 508.488731
9 0.051982 747.288349
10 0.041440 718.644407
11 0.035890 861.882223
12 0.050220 1116.250989
13 0.063743 1282.225728
14 0.016472 396.214989
15 0.035388 921.432526
16 0.037914 1017.856612
17 0.043773 1217.092529
18 0.034871 1138.676338
