Sess MeanPE MeanRSE
1 0.068080 1283.612382
2 0.025681 550.347720
3 0.082780 1429.034001
4 0.125307 1617.621556
5 0.069116 834.959683
6 0.054054 702.042551
7 0.047330 570.514575
8 0.057562 697.633560
9 0.083053 1237.827974
10 0.057135 1023.146230
11 0.043037 916.536482
12 0.073362 1863.514731
13 0.050847 1133.495812
14 0.020492 516.001427
15 0.042341 1228.445703
16 0.036932 985.339331
17 0.065354 1973.945887
18 0.042243 1374.488850
