Sess MeanPE MeanRSE
1 0.019337 250.255814
2 0.028511 430.050626
3 0.044016 663.352764
4 0.092849 1048.310640
5 0.048006 545.348179
6 0.030357 395.539030
7 0.035996 514.710400
8 0.035486 524.688138
9 0.027434 416.733896
10 0.026760 525.557842
11 0.015548 318.615976
12 0.026589 618.673162
13 0.040430 824.177198
14 0.017773 418.327457
15 0.026866 770.946274
16 0.025198 778.307897
17 0.024527 745.662272
18 0.088754 3276.541921
19 0.029886 1200.433285
