Sess MeanPE MeanRSE
1 0.018997 254.303867
2 0.030898 455.528818
3 0.032628 496.617219
4 0.082994 961.975369
5 0.055556 571.753984
6 0.037054 459.620817
7 0.030983 436.470159
8 0.034275 495.056500
9 0.022272 369.387448
10 0.024419 440.099280
11 0.016405 356.507042
12 0.025157 587.686989
13 0.023767 503.549110
14 0.022390 527.355394
15 0.028534 839.755676
16 0.032517 985.599138
17 0.032177 1027.386320
18 0.074773 2529.074119
19 0.037665 1515.550626
