Sess MeanPE MeanRSE
1 0.024810 335.094330
2 0.032945 504.523918
3 0.033906 525.668468
4 0.083923 980.372731
5 0.058624 624.853269
6 0.039162 502.604808
7 0.036910 516.055105
8 0.042288 610.688042
9 0.035790 564.457136
10 0.027652 499.589622
11 0.021074 451.425773
12 0.027114 624.262630
13 0.026989 581.517080
14 0.041381 1420.293418
15 0.033026 931.587858
16 0.045015 1377.277714
17 0.031141 985.012211
18 0.068900 2371.935351
19 0.031872 1250.375358
