Sess MeanPE MeanRSE
1 0.053278 365.346608
2 0.036044 284.510667
3 0.048767 427.707998
4 0.065778 416.699976
5 0.058465 342.753000
6 0.036132 255.238241
7 0.044075 372.145302
8 0.072543 601.037646
9 0.027514 236.156816
10 0.033243 334.184653
11 0.046768 508.912633
12 0.056230 782.473992
13 0.068334 768.083596
14 0.030121 417.635406
15 0.032056 546.580539
16 0.033780 477.884070
17 0.038841 517.099399
18 0.105553 1733.446608
19 0.029813 509.421801
