Sess MeanPE MeanRSE
1 0.033019 92.240733
2 0.022789 65.626729
3 0.052332 151.186927
4 0.081014 182.698922
5 0.055317 125.599838
6 0.049546 131.712862
7 0.041412 158.084936
8 0.039872 142.342811
9 0.021775 83.073086
10 0.031585 133.602384
11 0.030697 165.101729
12 0.023970 141.540374
13 0.030312 178.224119
14 0.020367 142.590556
15 0.024669 207.757346
16 0.044713 385.402828
17 0.033707 315.759158
18 0.095789 1028.570620
19 0.043354 706.469773
