Sess MeanPE MeanRSE
1 0.068080 1283.612382
2 0.029196 617.388773
3 0.058597 1067.820916
4 0.095581 1159.664144
5 0.062642 816.235263
6 0.045604 570.360382
7 0.046704 563.303451
8 0.046624 550.186489
9 0.080107 1171.745951
10 0.037696 674.571266
11 0.044859 1020.680841
12 0.066607 1716.540546
13 0.049122 1033.807976
14 0.022904 556.144380
15 0.043851 1248.840200
16 0.037124 978.271915
17 0.072752 2199.466563
18 0.051201 1769.737707
