Sess MeanPE MeanRSE
1 0.023964 314.459872
2 0.033449 513.166828
3 0.033617 512.164395
4 0.082732 1002.737794
5 0.059318 612.054930
6 0.043901 560.421564
7 0.034363 483.086416
8 0.040671 607.033363
9 0.032877 525.446080
10 0.027518 498.624871
11 0.019789 436.970936
12 0.028162 620.900161
13 0.037343 815.423111
14 0.047583 1541.231823
15 0.037333 1133.925252
16 0.041308 1264.957144
17 0.030085 973.048972
18 0.074017 2633.554367
19 0.031086 1219.575024
